"","NAME","CAND_OFFICE_ST","TRANSACTION_AMT","CAND_ID","CAND_NAME","CAND_PTY_AFFILIATION","GEN_ELECTION","GEN_ELECTION_PERCENT","Issues"
"596","SNOWE FOR SENATE","ME",2500,"S4ME00055","SNOWE, OLYMPIA J","REP","W",74,"Jobs"
"597","JON KYL FOR U S SENATE","AZ",2000,"S4AZ00030","KYL, JON","REP","W",52,"Big Business"
"598","RE-ELECT HAROLD FORD JR","TN",2000,"S6TN00240","FORD, HAROLD E JR","DEM","L",47,"Abortion"
"599","KENNEDY FOR SENATE 2006","MA",1500,"S6MA00015","KENNEDY, EDWARD MOORE SENATOR","DEM","W",69,"Gun Rights"
"600","AKAKA IN 2006","HI",2000,"S0HI00084","AKAKA, DANIEL K","DEM","W",61,"Big Business"
"601","CLINTON, HILLARY RODHAM","NY",2000,"S0NY00188","CLINTON, HILLARY RODHAM","DEM","W",66,"Taxes"
"602","FRIENDS OF KENT CONRAD","ND",2000,"S6ND00058","CONRAD, KENT","DEM","W",68,"Abortion"
"603","NELSON 2006","NE",2000,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Big Business"
"604","HATCH ELECTION COMMITTEE","UT",5000,"S6UT00063","HATCH, ORRIN G","REP","W",62,"Abortion"
"605","FRIENDS OF KENT CONRAD","ND",1500,"S6ND00058","CONRAD, KENT","DEM","W",68,"Abortion"
"606","CONRAD, KENT","ND",2000,"S6ND00058","CONRAD, KENT","DEM","W",68,"Taxes"
"607","FRIENDS OF CONRAD BURNS - 2000","MT",2000,"S8MT00119","BURNS, CONRAD","REP","L",48,"Gun Rights"
"608","LIEBERMAN  2000 COMMITTEE","CT",2500,"S8CT00022","LIEBERMAN, JOSEPH I","DEM","W",49,"Jobs"
"609","SANTORUM 2000","PA",2000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Gun Rights"
"610","TALENT FOR SENATE COMMITTEE","MO",5000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Jobs"
"611","HATCH ELECTION COMMITTEE INC","UT",5000,"S6UT00063","HATCH, ORRIN G","REP","W",62,"Gun Rights"
"612","KENNEDY FOR SENATE 2006","MA",2500,"S6MA00015","KENNEDY, EDWARD MOORE SENATOR","DEM","W",69,"Taxes"
"613","ENSIGN FOR SENATE","NV",2000,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Abortion"
"614","MENENDEZ FOR CONGRESS","NJ",3000,"S6NJ00289","MENENDEZ, ROBERT","DEM","W",53,"Gun Rights"
"615","CARPER FOR SENATE","DE",4000,"S8DE00079","CARPER, THOMAS R","DEM","W",70,"Big Business"
"616","SANTORUM 2006","PA",5000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Jobs"
"617","NELSON 2006","NE",1500,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Civil Liberties"
"618","ALLEN, GEORGE","VA",2000,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Abortion"
"619","FRIENDS OF KENT CONRAD","ND",1500,"S6ND00058","CONRAD, KENT","DEM","W",68,"Abortion"
"620","FRIENDS OF CRAIG THOMAS","WY",2000,"S4WY00055","THOMAS, CRAIG","REP","W",70,"Big Business"
"621","STABENOW FOR SENATE","MI",2000,"S8MI00281","STABENOW, DEBBIE","DEM","W",56,"Jobs"
"622","FRIENDS OF CONRAD BURNS","MT",2000,"S8MT00119","BURNS, CONRAD","REP","L",48,"Civil Liberties"
"623","TALENT FOR SENATE COMMITTEE","MO",1500,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Civil Liberties"
"624","FRIENDS OF GEORGE ALLEN","VA",4000,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Foreign Policy"
"625","KENNEDY FOR SENATE 2006","MA",2000,"S6MA00015","KENNEDY, EDWARD MOORE SENATOR","DEM","W",69,"Big Business"
"626","SANTORUM 2006","PA",1500,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Big Business"
"627","BEN NELSON FOR U.S. SENATE COMMITTEE","NE",2500,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Civil Liberties"
"628","SNOWE FOR SENATE","ME",5000,"S4ME00055","SNOWE, OLYMPIA J","REP","W",74,"Taxes"
"629","BROWN (SHERROD) FOR CONGRESS","OH",5000,"S6OH00163","BROWN, SHERROD","DEM","W",55,"Big Business"
"630","CONRAD FOR SENATE","ND",5000,"S6ND00058","CONRAD, KENT","DEM","W",68,"Jobs"
"631","CONRAD FOR SENATE","ND",5000,"S6ND00058","CONRAD, KENT","DEM","W",68,"Foreign Policy"
"632","ENSIGN FOR SENATE","NV",5000,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Taxes"
"633","JON KYL FOR U S SENATE","AZ",2000,"S4AZ00030","KYL, JON","REP","W",52,"Taxes"
"634","LOTT, TRENT","MS",5000,"S8MS00162","LOTT, TRENT","REP","W",63,"Foreign Policy"
"635","LUGAR FOR SENATE","IN",5000,"S4IN00014","LUGAR, RICHARD G","REP","W",87,"Gun Rights"
"636","NELSON 2006","NE",5000,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Abortion"
"637","BOB CASEY FOR PENNSYLVANIA COMMITTEE","PA",5000,"S6PA00217","CASEY, ROBERT P JR","DEM","W",58,"Big Business"
"638","KENNEDY FOR SENATE 2006","MA",2500,"S6MA00015","KENNEDY, EDWARD MOORE SENATOR","DEM","W",69,"Taxes"
"639","SANTORUM 2006","PA",3000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Abortion"
"640","SANTORUM 2006","PA",2000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Abortion"
"641","NELSON FOR U.S. SENATE","NE",4000,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Big Business"
"642","FRIENDS OF HILLARY","NY",2500,"S0NY00188","CLINTON, HILLARY RODHAM","DEM","W",66,"Taxes"
"643","TRENT LOTT FOR MISSISSIPPI","MS",2000,"S8MS00162","LOTT, TRENT","REP","W",63,"Civil Liberties"
"644","FRIENDS OF CONRAD BURNS","MT",3000,"S8MT00119","BURNS, CONRAD","REP","L",48,"Abortion"
"645","CHAFEE FOR SENATE","RI",2500,"S8RI00102","CHAFEE, LINCOLN D","REP","L",46,"Gun Rights"
"646","SANTORUM 2006","PA",2500,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Abortion"
"647","MIKE DEWINE FOR US SENATE","OH",4000,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Taxes"
"648","CHAFEE FOR SENATE","RI",5000,"S8RI00102","CHAFEE, LINCOLN D","REP","L",46,"Jobs"
"649","FRIENDS OF ROBERT BYRD COMMITTEE","WV",2500,"S6WV00014","BYRD, ROBERT C","DEM","W",64,"Jobs"
"650","FRIENDS OF KENT CONRAD","ND",5000,"S6ND00058","CONRAD, KENT","DEM","W",68,"Foreign Policy"
"651","FRIENDS OF GEORGE ALLEN","VA",5000,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Abortion"
"652","TRENT LOTT FOR MISSISSIPPI","MS",2000,"S8MS00162","LOTT, TRENT","REP","W",63,"Taxes"
"653","KAY BAILEY HUTCHISON FOR SENATE COMMITTEE","TX",4000,"S4TX00086","HUTCHISON, KAY BAILEY","REP","W",61,"Abortion"
"654","FRIENDS OF CONRAD BURNS - 2006","MT",1500,"S8MT00119","BURNS, CONRAD","REP","L",48,"Taxes"
"655","FRIENDS OF CONRAD BURNS - 2006","MT",2500,"S8MT00119","BURNS, CONRAD","REP","L",48,"Jobs"
"656","FRIENDS OF GEORGE ALLEN","VA",2500,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Big Business"
"657","FRIENDS OF DICK LUGAR","IN",3250,"S4IN00014","LUGAR, RICHARD G","REP","W",87,"Jobs"
"658","FRIENDS OF ROBERT C. BYRD COMMITTEE","WV",3000,"S6WV00014","BYRD, ROBERT C","DEM","W",64,"Foreign Policy"
"659","MARK KENNEDY 06","MN",4200,"S6MN00275","KENNEDY, MARK RAYMOND","REP","L",38,"Abortion"
"660","FRIENDS OF KENT CONRAD","ND",2500,"S6ND00058","CONRAD, KENT","DEM","W",68,"Civil Liberties"
"661","SANTORUM 2006","PA",3000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Jobs"
"662","RE-ELECT HAROLD FORD JR","TN",5000,"S6TN00240","FORD, HAROLD E JR","DEM","L",47,"Jobs"
"663","TALENT FOR SENATE COMMITTEE","MO",5000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Abortion"
"664","FRIENDS OF GEORGE ALLEN","VA",5000,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Abortion"
"665","FRIENDS OF GEORGE ALLEN","VA",5000,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Abortion"
"666","CARPER, TOM","DE",5000,"S8DE00079","CARPER, THOMAS R","DEM","W",70,"Gun Rights"
"667","FRIENDS OF DICK LUGAR","IN",3000,"S4IN00014","LUGAR, RICHARD G","REP","W",87,"Taxes"
"668","JON KYL FOR US SENATE","AZ",5000,"S4AZ00030","KYL, JON","REP","W",52,"Gun Rights"
"669","JON KYL FOR U S SENATE","AZ",5000,"S4AZ00030","KYL, JON","REP","W",52,"Big Business"
"670","BEN NELSON FOR U.S. SENATE","NE",2000,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Jobs"
"671","FRIENDS OF KENT CONRAD","ND",2000,"S6ND00058","CONRAD, KENT","DEM","W",68,"Gun Rights"
"672","FEINSTEIN FOR SENATE","CA",2500,"S0CA00199","FEINSTEIN, DIANNE","DEM","W",59,"Jobs"
"673","FRIENDS OF KENT CONRAD","ND",2000,"S6ND00058","CONRAD, KENT","DEM","W",68,"Taxes"
"674","MENENDEZ FOR CONGRESS","NJ",2500,"S6NJ00289","MENENDEZ, ROBERT","DEM","W",53,"Civil Liberties"
"675","NELSON FOR US SENATE","NE",3000,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Foreign Policy"
"676","STABENOW FOR CONGRESS","MI",3000,"S8MI00281","STABENOW, DEBBIE","DEM","W",56,"Abortion"
"677","AKAKA IN 2006","HI",5000,"S0HI00084","AKAKA, DANIEL K","DEM","W",61,"Jobs"
"678","A LOT OF PEOPLE WHO SUPPORT JEFF BINGAMAN","NM",5000,"S2NM00021","BINGAMAN, JEFF","DEM","W",70,"Big Business"
"679","CARPER FOR SENATE","DE",5000,"S8DE00079","CARPER, THOMAS R","DEM","W",70,"Gun Rights"
"680","FRIENDS OF CONRAD BURNS - 2006","MT",3000,"S8MT00119","BURNS, CONRAD","REP","L",48,"Jobs"
"681","SANTORUM 2006","PA",1500,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Civil Liberties"
"682","TALENT FOR SENATE COMMITTEE","MO",2000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Gun Rights"
"683","RE-ELECT HAROLD FORD JR.","TN",2500,"S6TN00240","FORD, HAROLD E JR","DEM","L",47,"Jobs"
"684","SANTORUM 2006","PA",2500,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Abortion"
"685","STABENOW FOR U.S. SENATE","MI",2000,"S8MI00281","STABENOW, DEBBIE","DEM","W",56,"Abortion"
"686","FRIENDS OF KENT CONRAD","ND",2000,"S6ND00058","CONRAD, KENT","DEM","W",68,"Taxes"
"687","JON KYL FOR U.S. SENATE","AZ",5000,"S4AZ00030","KYL, JON","REP","W",52,"Big Business"
"688","CONRAD BURNS FOR US SENATE","MT",5000,"S8MT00119","BURNS, CONRAD","REP","L",48,"Civil Liberties"
"689","ENSIGN FOR SENATE","NV",2000,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Jobs"
"690","SANTORUM 2006","PA",5000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Jobs"
"691","FRIENDS OF HILLARY","NY",2100,"S0NY00188","CLINTON, HILLARY RODHAM","DEM","W",66,"Foreign Policy"
"692","SANTORUM 2006","PA",2000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Jobs"
"693","FRIENDS OF GEORGE ALLEN","VA",2000,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Taxes"
"694","FRIENDS OF GEORGE ALLEN","VA",2500,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Civil Liberties"
"695","CARPER FOR SENATE","DE",3000,"S8DE00079","CARPER, THOMAS R","DEM","W",70,"Gun Rights"
"696","FRIENDS OF ROBERT C BYRD COMMITTEE","WV",5000,"S6WV00014","BYRD, ROBERT C","DEM","W",64,"Civil Liberties"
"697","HATCH ELECTION COMMITTEE","UT",4000,"S6UT00063","HATCH, ORRIN G","REP","W",62,"Taxes"
"698","MARK KENNEDY 06","MN",2000,"S6MN00275","KENNEDY, MARK RAYMOND","REP","L",38,"Taxes"
"699","JON  KYL FOR U.S. SENATE","AZ",3000,"S4AZ00030","KYL, JON","REP","W",52,"Foreign Policy"
"700","MENENDEZ FOR CONGRESS INC.","NJ",2000,"S6NJ00289","MENENDEZ, ROBERT","DEM","W",53,"Big Business"
"701","RE-ELECT HAROLD FORD JR.","TN",5000,"S6TN00240","FORD, HAROLD E JR","DEM","L",47,"Big Business"
"702","BILL NELSON FOR U.S. SENATE","FL",2000,"S8FL00166","NELSON, BILL","DEM","W",60,"Gun Rights"
"703","FRIENDS OF GEORGE ALLEN","VA",5000,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Big Business"
"704","FRIENDS OF KENT CONRAD","ND",2000,"S6ND00058","CONRAD, KENT","DEM","W",68,"Taxes"
"705","MENENDEZ FOR CONGRESS, INC.","NJ",5000,"S6NJ00289","MENENDEZ, ROBERT","DEM","W",53,"Jobs"
"706","FRIENDS OF CRAIG THOMAS","WY",2500,"S4WY00055","THOMAS, CRAIG","REP","W",70,"Foreign Policy"
"707","PEOPLE WHO SUPPORT JEFF BINGAMAN","NM",4000,"S2NM00021","BINGAMAN, JEFF","DEM","W",70,"Jobs"
"708","FRIENDS OF GEORGE ALLEN","VA",3000,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Abortion"
"709","BILL NELSON FOR SENATE","FL",2000,"S8FL00166","NELSON, BILL","DEM","W",60,"Abortion"
"710","JON KYL FOR U.S. SENATE","AZ",2000,"S4AZ00030","KYL, JON","REP","W",52,"Abortion"
"711","FRIENDS OF CONRAD BURNS - 2006","MT",2000,"S8MT00119","BURNS, CONRAD","REP","L",48,"Taxes"
"712","CARPER FOR SENATE","DE",4000,"S8DE00079","CARPER, THOMAS R","DEM","W",70,"Jobs"
"713","ENSIGN FOR SENATE","NV",3000,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Gun Rights"
"714","FRIENDS OF GEORGE ALLEN","VA",2500,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Abortion"
"715","NELSON 2006","NE",2000,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Big Business"
"716","BOB CASEY FOR PENNSYLVANIA COMMITTEE","PA",5000,"S6PA00217","CASEY, ROBERT P JR","DEM","W",58,"Big Business"
"717","FRIENDS OF CONRAD BURNS - 2006","MT",2000,"S8MT00119","BURNS, CONRAD","REP","L",48,"Foreign Policy"
"718","ENSIGN FOR SENATE","NV",1500,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Jobs"
"719","JIM TALENT FOR U.S. SENATE","MO",2500,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Civil Liberties"
"720","RE-ELECT HAROLD FORD JR.","TN",2000,"S6TN00240","FORD, HAROLD E JR","DEM","L",47,"Abortion"
"721","BEN NELSON FOR US SENATE","NE",1500,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Gun Rights"
"722","KAY BAILEY HUTCHISON FOR SENATE CMTE","TX",2000,"S4TX00086","HUTCHISON, KAY BAILEY","REP","W",61,"Abortion"
"723","FRIENDS OF GEORGE ALLEN","VA",2000,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Gun Rights"
"724","SANTORUM 2006","PA",2000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Foreign Policy"
"725","JON KYL FOR US SENATE","AZ",4000,"S4AZ00030","KYL, JON","REP","W",52,"Abortion"
"726","RE-ELECT HAROLD FORD","TN",1500,"S6TN00240","FORD, HAROLD E JR","DEM","L",47,"Civil Liberties"
"727","ENSIGN FOR SENATE","NV",1500,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Civil Liberties"
"728","A LOT OF PEOPLE WHO SUPPORT JEFF BINGAMAN","NM",4000,"S2NM00021","BINGAMAN, JEFF","DEM","W",70,"Big Business"
"729","CARPER FOR SENATE","DE",1500,"S8DE00079","CARPER, THOMAS R","DEM","W",70,"Foreign Policy"
"730","FEINSTEIN FOR SENATE","CA",2500,"S0CA00199","FEINSTEIN, DIANNE","DEM","W",59,"Big Business"
"731","BILL NELSON FOR U S SENATE","FL",2000,"S8FL00166","NELSON, BILL","DEM","W",60,"Foreign Policy"
"732","SANTORUM 2006","PA",5000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Big Business"
"733","CARPER FOR SENATE","DE",2000,"S8DE00079","CARPER, THOMAS R","DEM","W",70,"Big Business"
"734","FRIENDS OF KENT CONRAD","ND",1500,"S6ND00058","CONRAD, KENT","DEM","W",68,"Taxes"
"735","A LOT OF PEOPLE WHO SUPPORT JEFF BINGAMA","NM",2500,"S2NM00021","BINGAMAN, JEFF","DEM","W",70,"Civil Liberties"
"736","BILL NELSON FOR U.S. SENATE","FL",2100,"S8FL00166","NELSON, BILL","DEM","W",60,"Gun Rights"
"737","BILL NELSON FOR U.S. SENATE","FL",2100,"S8FL00166","NELSON, BILL","DEM","W",60,"Civil Liberties"
"738","FRIENDS OF HILLARY","NY",2100,"S0NY00188","CLINTON, HILLARY RODHAM","DEM","W",66,"Civil Liberties"
"739","FRIENDS OF ROBERT C. BYRD COMMITTEE","WV",2100,"S6WV00014","BYRD, ROBERT C","DEM","W",64,"Civil Liberties"
"740","KENNEDY FOR SENATE","MA",2100,"S6MA00015","KENNEDY, EDWARD MOORE SENATOR","DEM","W",69,"Civil Liberties"
"741","KENNEDY FOR SENATE 2006","MA",5000,"S6MA00015","KENNEDY, EDWARD MOORE SENATOR","DEM","W",69,"Civil Liberties"
"742","CHAFFEE FOR SENATE","RI",3000,"S8RI00102","CHAFEE, LINCOLN D","REP","L",46,"Civil Liberties"
"743","FRIENDS OF GEORGE ALLEN","VA",5000,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Civil Liberties"
"744","FRIENDS OF CONRAD BURNS","MT",2000,"S8MT00119","BURNS, CONRAD","REP","L",48,"Abortion"
"745","R. PAT DEWINE","OH",5000,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Big Business"
"746","SANTORUM 2006","PA",5000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Taxes"
"747","FRIENDS OF HILLARY","NY",4000,"S0NY00188","CLINTON, HILLARY RODHAM","DEM","W",66,"Taxes"
"748","SANTORUM 2006","PA",4500,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Gun Rights"
"749","SNOWE FOR SENATE","ME",2000,"S4ME00055","SNOWE, OLYMPIA J","REP","W",74,"Foreign Policy"
"750","HATCH ELECTION COMMITTEE","UT",2500,"S6UT00063","HATCH, ORRIN G","REP","W",62,"Gun Rights"
"751","CARPER, THOMAS","DE",2000,"S8DE00079","CARPER, THOMAS R","DEM","W",70,"Foreign Policy"
"752","KYL, JON","AZ",3000,"S4AZ00030","KYL, JON","REP","W",52,"Foreign Policy"
"753","ENSIGN FOR SENATE","NV",3000,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Taxes"
"754","FRIENDS OF GEORGE ALLEN","VA",3000,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Foreign Policy"
"755","MIKE DEWINE FOR US SENATE","OH",3000,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Big Business"
"756","SANTORUM 2006","PA",2500,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Big Business"
"757","ENSIGN FOR SENATE","NV",2000,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Big Business"
"758","FRIENDS OF GEORGE ALLEN","VA",2000,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Taxes"
"759","FEINSTEIN FOR SENATE","CA",3000,"S0CA00199","FEINSTEIN, DIANNE","DEM","W",59,"Civil Liberties"
"760","FRIENDS OF KENT CONRAD","ND",2500,"S6ND00058","CONRAD, KENT","DEM","W",68,"Civil Liberties"
"761","FRIENDS OF KENT CONRAD","ND",2500,"S6ND00058","CONRAD, KENT","DEM","W",68,"Civil Liberties"
"762","KENNEDY FOR SENATE 2006","MA",2500,"S6MA00015","KENNEDY, EDWARD MOORE SENATOR","DEM","W",69,"Civil Liberties"
"763","NELSON 2006","NE",2000,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Civil Liberties"
"764","TALENT FOR SENATE COMMITTEE","MO",1250,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Foreign Policy"
"765","CHAFEE FOR SENATE","RI",1250,"S8RI00102","CHAFEE, LINCOLN D","REP","L",46,"Gun Rights"
"766","ENSIGN FOR SENATE","NV",2000,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Abortion"
"767","SNOWE FOR SENATE","ME",2000,"S4ME00055","SNOWE, OLYMPIA J","REP","W",74,"Foreign Policy"
"768","JON KYL FOR U S SENATE","AZ",2000,"S4AZ00030","KYL, JON","REP","W",52,"Big Business"
"769","SNOWE FOR SENATE","ME",2500,"S4ME00055","SNOWE, OLYMPIA J","REP","W",74,"Taxes"
"770","FRIENDS OF CONRAD BURNS - 2006","MT",1500,"S8MT00119","BURNS, CONRAD","REP","L",48,"Big Business"
"771","SANTORUM 2006","PA",2500,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Big Business"
"772","ENSIGN FOR SENATE","NV",2000,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Jobs"
"773","SANTORUM 2006","PA",3000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Taxes"
"774","FEINSTEIN FOR SENATE","CA",2000,"S0CA00199","FEINSTEIN, DIANNE","DEM","W",59,"Gun Rights"
"775","SNOWE FOR SENATE","ME",2000,"S4ME00055","SNOWE, OLYMPIA J","REP","W",74,"Foreign Policy"
"776","TALENT FOR SENATE","MO",1500,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Abortion"
"777","FRIENDS OF JOE LIEBERMAN","CT",5000,"S8CT00022","LIEBERMAN, JOSEPH I","DEM","W",49,"Civil Liberties"
"778","FRIENDS OF GEORGE ALLEN","VA",4000,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Jobs"
"779","SANTORUM 2006","PA",3500,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Gun Rights"
"780","JON KYL FOR U S SENATE","AZ",2000,"S4AZ00030","KYL, JON","REP","W",52,"Civil Liberties"
"781","ENSIGN FOR SENATE","NV",2000,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Gun Rights"
"782","BEN NELSON FOR U.S. SENATE COMMITTEE","NE",3000,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Civil Liberties"
"783","CARPER FOR SENATE","DE",5000,"S8DE00079","CARPER, THOMAS R","DEM","W",70,"Big Business"
"784","STABENOW FOR U.S. SENATE","MI",2000,"S8MI00281","STABENOW, DEBBIE","DEM","W",56,"Jobs"
"785","FRIENDS OF HILLARY","NY",2000,"S0NY00188","CLINTON, HILLARY RODHAM","DEM","W",66,"Civil Liberties"
"786","RE-ELECT HAROLD FORD JR","TN",2500,"S6TN00240","FORD, HAROLD E JR","DEM","L",47,"Big Business"
"787","BYRD, ROBERT C","WV",2000,"S6WV00014","BYRD, ROBERT C","DEM","W",64,"Foreign Policy"
"788","FRIENDS OF GEORGE ALLEN","VA",3500,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Gun Rights"
"789","RE-ELECT HAROLD FORD, JR.","TN",2500,"S6TN00240","FORD, HAROLD E JR","DEM","L",47,"Civil Liberties"
"790","A LOT OF PEOPLE WHO SUPPORT JEFF BINGAMAN","NM",2500,"S2NM00021","BINGAMAN, JEFF","DEM","W",70,"Jobs"
"791","CANTWELL 2006","WA",1500,"S8WA00194","CANTWELL, MARIA","DEM","W",56,"Big Business"
"792","FRIENDS OF CONRAD BURNS 2006","MT",3000,"S8MT00119","BURNS, CONRAD","REP","L",48,"Jobs"
"793","FRIENDS OF CONRAD BURNS 2006","MT",2000,"S8MT00119","BURNS, CONRAD","REP","L",48,"Big Business"
"794","BURNS, CONRAD","MT",5000,"S8MT00119","BURNS, CONRAD","REP","L",48,"Foreign Policy"
"795","DEWINE FOR US SENATE, JIM","OH",5000,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Big Business"
"796","CARPER, TOM","DE",3000,"S8DE00079","CARPER, THOMAS R","DEM","W",70,"Foreign Policy"
"797","CONRAD, KENT","ND",3000,"S6ND00058","CONRAD, KENT","DEM","W",68,"Foreign Policy"
"798","KENNEDY, MARK","MN",2000,"S6MN00275","KENNEDY, MARK RAYMOND","REP","L",38,"Gun Rights"
"799","FRIENDS OF GEORGE ALLEN","VA",3000,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Taxes"
"800","FRIENDS OF GEORGE ALLEN","VA",2000,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Abortion"
"801","FRIENDS OF CONRAD BURNS","MT",3000,"S8MT00119","BURNS, CONRAD","REP","L",48,"Gun Rights"
"802","ENSIGN FOR SENATE","NV",3500,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Gun Rights"
"803","SANTORUM 2006","PA",2000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Civil Liberties"
"804","HATCH ELECTION CMTE","UT",2000,"S6UT00063","HATCH, ORRIN G","REP","W",62,"Civil Liberties"
"805","CMTE TO RE-ELECT HAROLD FORD JR.","TN",3000,"S6TN00240","FORD, HAROLD E JR","DEM","L",47,"Gun Rights"
"806","SANTORUM 2006","PA",2000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Abortion"
"807","A LOT OF PEOPLE WHO SUPPORT JEFF BINGAMAN","NM",5000,"S2NM00021","BINGAMAN, JEFF","DEM","W",70,"Abortion"
"808","BILL NELSON FOR U S SENATE","FL",5000,"S8FL00166","NELSON, BILL","DEM","W",60,"Gun Rights"
"809","CARPER FOR SENATE","DE",5000,"S8DE00079","CARPER, THOMAS R","DEM","W",70,"Jobs"
"810","FRIENDS OF KENT CONRAD","ND",5000,"S6ND00058","CONRAD, KENT","DEM","W",68,"Jobs"
"811","FRIENDS OF ROBERT C BYRD COMMITTEE","WV",5000,"S6WV00014","BYRD, ROBERT C","DEM","W",64,"Jobs"
"812","STABENOW FOR US SENATE","MI",5000,"S8MI00281","STABENOW, DEBBIE","DEM","W",56,"Taxes"
"813","NELSON FOR U S SENATE","NE",4000,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Abortion"
"814","NELSON FOR U S SENATE","NE",5000,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Foreign Policy"
"815","MENENDEZ FOR CONGRESS","NJ",5000,"S6NJ00289","MENENDEZ, ROBERT","DEM","W",53,"Jobs"
"816","TRENT LOTT FOR MISSISSIPPI","MS",5000,"S8MS00162","LOTT, TRENT","REP","W",63,"Civil Liberties"
"817","FRIENDS OF GEORGE ALLEN","VA",2500,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Civil Liberties"
"818","A LOT OF PEOPLE WHO SUPPORT BINGAMAN","NM",2500,"S2NM00021","BINGAMAN, JEFF","DEM","W",70,"Civil Liberties"
